Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institutions - Persons,Population attending educational institutions - Males,Population attending educational institutions - Females,Type of educational institution - School - Persons,Type of educational institution - School - Males,Type of educational institution - School - Females,Type of educational institution - College - Persons,Type of educational institution - College - Males,Type of educational institution - College - Females,Type of educational institution - Vocational institute - Persons,Type of educational institution - Vocational institute - Males,Type of educational institution - Vocational institute - Females,Type of educational institution - Other institute - Persons,Type of educational institution - Other institute - Males,Type of educational institution - Other institute - Females,Type of educational institution - Literacy centre - Persons,Type of educational institution - Literacy centre - Males,Type of educational institution - Literacy centre - Females
C3010,11,00,0000,State - SIKKIM  11,Urban,0-4,4186,2196,1990,583,326,257,583,326,257,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,5,1033,527,506,592,310,282,592,310,282,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,6,959,492,467,720,384,336,720,384,336,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,7,1118,588,530,977,523,454,977,523,454,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,8,1197,609,588,1075,558,517,1075,558,517,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,9,1087,549,538,976,491,485,976,491,485,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,10,1410,755,655,1277,695,582,1277,695,582,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,11,1175,613,562,1059,569,490,1059,569,490,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,12,1620,801,819,1325,673,652,1325,673,652,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,13,1367,672,695,1131,573,558,1131,573,558,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,14,1534,742,792,1189,592,597,1189,592,597,0,0,0,0,0,0,0,0,0,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,15-19,7652,4032,3620,4709,2387,2322,4269,2153,2116,326,157,169,32,9,23,80,66,14,2,2,0
C3010,11,00,0000,State - SIKKIM  11,Urban,20-24,7094,3993,3101,1914,1090,824,804,481,323,921,479,442,54,23,31,133,107,26,2,0,2
C3010,11,00,0000,State - SIKKIM  11,Urban,25-29,6431,3425,3006,218,176,42,0,0,0,90,58,32,20,15,5,106,102,4,2,1,1
C3010,11,00,0000,State - SIKKIM  11,Urban,30-34,5193,2841,2352,45,30,15,0,0,0,17,13,4,8,2,6,18,13,5,2,2,0
C3010,11,00,0000,State - SIKKIM  11,Urban,35-59,14402,8561,5841,44,35,9,0,0,0,7,7,0,11,8,3,25,19,6,1,1,0
C3010,11,00,0000,State - SIKKIM  11,Urban,60+,2341,1274,1067,7,6,1,0,0,0,2,2,0,0,0,0,5,4,1,0,0,0
C3010,11,00,0000,State - SIKKIM  11,Urban,Age not stated,71,40,31,3,1,2,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,All ages,1097968,579941,518027,255934,142367,113567,245671,135521,110150,8094,5550,2544,808,460,348,882,595,287,479,241,238
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,0-4,137843,69791,68052,4006,2134,1872,4006,2134,1872,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,5,33141,17175,15966,7150,3903,3247,7150,3903,3247,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,6,34887,17867,17020,11995,6548,5447,11995,6548,5447,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,7,30720,15903,14817,16320,8947,7373,16320,8947,7373,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,8,37307,19051,18256,20768,11236,9532,20768,11236,9532,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,9,26121,13247,12874,16941,9056,7885,16941,9056,7885,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10,38726,20004,18722,24597,13530,11067,24597,13530,11067,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,11,18974,9573,9401,14012,7488,6524,14012,7488,6524,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12,35764,18284,17480,24459,13294,11165,24459,13294,11165,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,13,22647,11351,11296,16525,8834,7691,16525,8834,7691,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14,26695,13552,13143,18886,10185,8701,18886,10185,8701,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,15-19,110561,57558,53003,61002,34473,26529,59062,33413,25649,1563,861,702,133,57,76,188,122,66,56,20,36
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,20-24,86033,44512,41521,16252,10426,5826,10950,6953,3997,4728,3210,1518,280,124,156,184,100,84,110,39,71
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,25-29,92902,46972,45930,1615,1193,422,0,0,0,1141,897,244,177,104,73,205,150,55,92,42,50
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,30-34,77342,41772,35570,525,419,106,0,0,0,282,247,35,81,68,13,99,71,28,63,33,30
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,35-59,237279,136203,101076,801,635,166,0,0,0,360,317,43,127,101,26,173,124,49,141,93,48
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,60+,49916,26417,23499,75,62,13,0,0,0,16,14,2,10,6,4,32,28,4,17,14,3
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Age not stated,1110,709,401,5,4,1,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,All ages,870087,454680,415407,182748,102796,79952,177507,99146,78361,3875,2793,1082,338,227,111,614,422,192,414,208,206
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,0-4,113140,57403,55737,2384,1258,1126,2384,1258,1126,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,5,27011,14043,12968,4615,2563,2052,4615,2563,2052,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,6,28878,14784,14094,8339,4643,3696,8339,4643,3696,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,7,24445,12624,11821,11283,6278,5005,11283,6278,5005,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,8,30701,15679,15022,15264,8385,6879,15264,8385,6879,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,9,20927,10627,10300,12390,6717,5673,12390,6717,5673,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10,31619,16316,15303,18559,10263,8296,18559,10263,8296,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,11,14594,7395,7199,10102,5468,4634,10102,5468,4634,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12,28775,14838,13937,18593,10263,8330,18593,10263,8330,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,13,17471,8785,8686,12051,6530,5521,12051,6530,5521,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14,20865,10671,10194,13949,7627,6322,13949,7627,6322,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,15-19,84622,43815,40807,42656,24351,18305,41770,23855,17915,645,362,283,56,22,34,139,97,42,46,15,31
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,20-24,65121,33182,31939,10609,6925,3684,8208,5296,2912,2114,1483,631,81,54,27,116,60,56,90,32,58
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,25-29,69645,35086,34559,957,721,236,0,0,0,690,552,138,68,44,24,117,89,28,82,36,46
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,30-34,57326,30276,27050,371,299,72,0,0,0,191,177,14,48,40,8,76,53,23,56,29,27
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,35-59,188131,104361,83770,562,453,109,0,0,0,226,210,16,77,63,14,134,96,38,125,84,41
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,60+,45973,24263,21710,60,49,11,0,0,0,6,6,0,8,4,4,31,27,4,15,12,3
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Age not stated,843,532,311,4,3,1,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,All ages,227881,125261,102620,73186,39571,33615,68164,36375,31789,4219,2757,1462,470,233,237,268,173,95,65,33,32
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,0-4,24703,12388,12315,1622,876,746,1622,876,746,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,5,6130,3132,2998,2535,1340,1195,2535,1340,1195,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,6,6009,3083,2926,3656,1905,1751,3656,1905,1751,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,7,6275,3279,2996,5037,2669,2368,5037,2669,2368,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,8,6606,3372,3234,5504,2851,2653,5504,2851,2653,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,9,5194,2620,2574,4551,2339,2212,4551,2339,2212,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,10,7107,3688,3419,6038,3267,2771,6038,3267,2771,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,11,4380,2178,2202,3910,2020,1890,3910,2020,1890,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,12,6989,3446,3543,5866,3031,2835,5866,3031,2835,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,13,5176,2566,2610,4474,2304,2170,4474,2304,2170,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,14,5830,2881,2949,4937,2558,2379,4937,2558,2379,0,0,0,0,0,0,0,0,0,0,0,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,15-19,25939,13743,12196,18346,10122,8224,17292,9558,7734,918,499,419,77,35,42,49,25,24,10,5,5
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,20-24,20912,11330,9582,5643,3501,2142,2742,1657,1085,2614,1727,887,199,70,129,68,40,28,20,7,13
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,25-29,23257,11886,11371,658,472,186,0,0,0,451,345,106,109,60,49,88,61,27,10,6,4
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,30-34,20016,11496,8520,154,120,34,0,0,0,91,70,21,33,28,5,23,18,5,7,4,3
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,35-59,49148,31842,17306,239,182,57,0,0,0,134,107,27,50,38,12,39,28,11,16,9,7
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,60+,3943,2154,1789,15,13,2,0,0,0,10,8,2,2,2,0,1,1,0,2,2,0
C3010,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Age not stated,267,177,90,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,All ages,1990036,1047141,942895,651404,350165,301239,575900,305791,270109,70372,41202,29170,1834,1070,764,2492,1688,804,806,414,392
C3010,13,00,0000,State - NAGALAND  13,Total,0-4,187660,94857,92803,10821,5618,5203,10821,5618,5203,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,5,45854,23765,22089,15196,7973,7223,15196,7973,7223,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,6,56164,28902,27262,25408,13252,12156,25408,13252,12156,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,7,45168,23287,21881,29869,15563,14306,29869,15563,14306,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,8,62952,32748,30204,43784,23028,20756,43784,23028,20756,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,9,47392,24878,22514,35377,18747,16630,35377,18747,16630,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,10,74025,38774,35251,55118,29328,25790,55118,29328,25790,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,11,36483,19155,17328,28943,15329,13614,28943,15329,13614,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,12,68636,35700,32936,53004,27913,25091,53004,27913,25091,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,13,45124,23521,21603,35214,18497,16717,35214,18497,16717,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,14,58951,30571,28380,44798,23683,21115,44798,23683,21115,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Total,15-19,266104,139923,126181,173080,92708,80372,156022,83465,72557,16524,8962,7562,279,154,125,221,110,111,34,17,17
C3010,13,00,0000,State - NAGALAND  13,Total,20-24,209930,110221,99709,81055,45775,35280,42346,23395,18951,37714,21866,15848,480,249,231,417,215,202,98,50,48
C3010,13,00,0000,State - NAGALAND  13,Total,25-29,163442,83129,80313,12442,7825,4617,0,0,0,11344,7166,4178,404,239,165,558,357,201,136,63,73
C3010,13,00,0000,State - NAGALAND  13,Total,30-34,122907,64536,58371,3134,2021,1113,0,0,0,2538,1630,908,196,127,69,308,215,93,92,49,43
C3010,13,00,0000,State - NAGALAND  13,Total,35-59,404177,219838,184339,3528,2479,1049,0,0,0,1924,1361,563,367,246,121,864,682,182,373,190,183
C3010,13,00,0000,State - NAGALAND  13,Total,60+,90323,50736,39587,530,362,168,0,0,0,241,164,77,103,53,50,117,103,14,69,42,27
C3010,13,00,0000,State - NAGALAND  13,Total,Age not stated,4744,2600,2144,103,64,39,0,0,0,87,53,34,5,2,3,7,6,1,4,3,1
C3010,13,00,0000,State - NAGALAND  13,Rural,All ages,1647249,859716,787533,519238,279749,239489,466955,248603,218352,48398,28721,19677,1314,768,546,1840,1278,562,731,379,352
C3010,13,00,0000,State - NAGALAND  13,Rural,0-4,155066,78096,76970,7683,3963,3720,7683,3963,3720,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,5,38406,19936,18470,11421,5989,5432,11421,5989,5432,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,6,47725,24487,23238,19860,10352,9508,19860,10352,9508,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,7,37139,19051,18088,23237,12014,11223,23237,12014,11223,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,8,53510,27865,25645,35729,18829,16900,35729,18829,16900,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,9,39869,20933,18936,28672,15178,13494,28672,15178,13494,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,10,62881,32881,30000,45442,24187,21255,45442,24187,21255,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,11,29739,15651,14088,22830,12134,10696,22830,12134,10696,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,12,57735,30130,27605,43622,23115,20507,43622,23115,20507,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,13,36702,19191,17511,27840,14686,13154,27840,14686,13154,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,14,49138,25583,23555,36242,19318,16924,36242,19318,16924,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Rural,15-19,221953,116545,105408,138927,74835,64092,127712,68662,59050,10826,5974,4852,202,111,91,156,73,83,31,15,16
C3010,13,00,0000,State - NAGALAND  13,Rural,20-24,173437,90914,82523,63141,35764,27377,36665,20176,16489,25805,15201,10604,318,184,134,267,158,109,86,45,41
C3010,13,00,0000,State - NAGALAND  13,Rural,25-29,130546,66055,64491,9090,5703,3387,0,0,0,8298,5230,3068,275,160,115,412,262,150,105,51,54
C3010,13,00,0000,State - NAGALAND  13,Rural,30-34,96447,49555,46892,2386,1547,839,0,0,0,1924,1239,685,149,96,53,229,166,63,84,46,38
C3010,13,00,0000,State - NAGALAND  13,Rural,35-59,331725,175391,156334,2631,1814,817,0,0,0,1334,939,395,271,170,101,673,528,145,353,177,176
C3010,13,00,0000,State - NAGALAND  13,Rural,60+,81294,45300,35994,412,277,135,0,0,0,153,104,49,94,45,49,97,86,11,68,42,26
C3010,13,00,0000,State - NAGALAND  13,Rural,Age not stated,3937,2152,1785,73,44,29,0,0,0,58,34,24,5,2,3,6,5,1,4,3,1
C3010,13,00,0000,State - NAGALAND  13,Urban,All ages,342787,187425,155362,132166,70416,61750,108945,57188,51757,21974,12481,9493,520,302,218,652,410,242,75,35,40
C3010,13,00,0000,State - NAGALAND  13,Urban,0-4,32594,16761,15833,3138,1655,1483,3138,1655,1483,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,5,7448,3829,3619,3775,1984,1791,3775,1984,1791,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,6,8439,4415,4024,5548,2900,2648,5548,2900,2648,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,7,8029,4236,3793,6632,3549,3083,6632,3549,3083,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,8,9442,4883,4559,8055,4199,3856,8055,4199,3856,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,9,7523,3945,3578,6705,3569,3136,6705,3569,3136,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,10,11144,5893,5251,9676,5141,4535,9676,5141,4535,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,11,6744,3504,3240,6113,3195,2918,6113,3195,2918,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,12,10901,5570,5331,9382,4798,4584,9382,4798,4584,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,13,8422,4330,4092,7374,3811,3563,7374,3811,3563,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,14,9813,4988,4825,8556,4365,4191,8556,4365,4191,0,0,0,0,0,0,0,0,0,0,0,0
C3010,13,00,0000,State - NAGALAND  13,Urban,15-19,44151,23378,20773,34153,17873,16280,28310,14803,13507,5698,2988,2710,77,43,34,65,37,28,3,2,1
C3010,13,00,0000,State - NAGALAND  13,Urban,20-24,36493,19307,17186,17914,10011,7903,5681,3219,2462,11909,6665,5244,162,65,97,150,57,93,12,5,7
C3010,13,00,0000,State - NAGALAND  13,Urban,25-29,32896,17074,15822,3352,2122,1230,0,0,0,3046,1936,1110,129,79,50,146,95,51,31,12,19
C3010,13,00,0000,State - NAGALAND  13,Urban,30-34,26460,14981,11479,748,474,274,0,0,0,614,391,223,47,31,16,79,49,30,8,3,5
C3010,13,00,0000,State - NAGALAND  13,Urban,35-59,72452,44447,28005,897,665,232,0,0,0,590,422,168,96,76,20,191,154,37,20,13,7
C3010,13,00,0000,State - NAGALAND  13,Urban,60+,9029,5436,3593,118,85,33,0,0,0,88,60,28,9,8,1,20,17,3,1,0,1
C3010,13,00,0000,State - NAGALAND  13,Urban,Age not stated,807,448,359,30,20,10,0,0,0,29,19,10,0,0,0,1,1,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,All ages,2166788,1095634,1071154,714762,378264,336498,610969,319109,291860,94678,53297,41381,4367,2819,1548,3940,2594,1346,808,445,363
C3010,14,00,0000,State - MANIPUR  14,Total,0-4,205280,104863,100417,17788,9204,8584,17788,9204,8584,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,5,51302,26295,25007,23172,12143,11029,23172,12143,11029,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,6,52003,26524,25479,29397,15299,14098,29397,15299,14098,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,7,46712,23831,22881,34307,17757,16550,34307,17757,16550,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,8,55409,28164,27245,42302,21843,20459,42302,21843,20459,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,9,37491,19192,18299,30389,15834,14555,30389,15834,14555,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,10,66157,34090,32067,54722,28712,26010,54722,28712,26010,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,11,35434,18246,17188,30990,16166,14824,30990,16166,14824,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,12,58813,30189,28624,50477,26401,24076,50477,26401,24076,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,13,47277,23836,23441,41271,21207,20064,41271,21207,20064,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,14,50827,25637,25190,43519,22468,21051,43519,22468,21051,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Total,15-19,237976,118535,119441,175990,91772,84218,160247,83518,76729,14903,7804,7099,504,246,258,309,194,115,27,10,17
C3010,14,00,0000,State - MANIPUR  14,Total,20-24,222484,110393,112091,104585,57323,47262,52388,28557,23831,49901,27315,22586,1703,1147,556,536,274,262,57,30,27
C3010,14,00,0000,State - MANIPUR  14,Total,25-29,193882,95097,98785,21133,12408,8725,0,0,0,18871,10993,7878,1107,722,385,1061,644,417,94,49,45
C3010,14,00,0000,State - MANIPUR  14,Total,30-34,159016,80757,78259,6482,4053,2429,0,0,0,5503,3407,2096,381,248,133,534,361,173,64,37,27
C3010,14,00,0000,State - MANIPUR  14,Total,35-59,496722,254332,242390,7271,4975,2296,0,0,0,5000,3425,1575,567,379,188,1307,961,346,397,210,187
C3010,14,00,0000,State - MANIPUR  14,Total,60+,145470,73233,72237,753,564,189,0,0,0,351,268,83,87,64,23,169,140,29,146,92,54
C3010,14,00,0000,State - MANIPUR  14,Total,Age not stated,4533,2420,2113,214,135,79,0,0,0,149,85,64,18,13,5,24,20,4,23,17,6
C3010,14,00,0000,State - MANIPUR  14,Rural,All ages,1590820,808953,781867,510074,272704,237370,444865,234280,210585,59279,34346,24933,2634,1941,693,2680,1803,877,616,334,282
C3010,14,00,0000,State - MANIPUR  14,Rural,0-4,154900,79260,75640,12519,6561,5958,12519,6561,5958,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,5,38717,19807,18910,16383,8588,7795,16383,8588,7795,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,6,40058,20419,19639,21357,11159,10198,21357,11159,10198,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,7,34910,17832,17078,24330,12642,11688,24330,12642,11688,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,8,42732,21822,20910,31273,16247,15026,31273,16247,15026,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,9,28683,14701,13982,22337,11696,10641,22337,11696,10641,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,10,51166,26348,24818,40997,21565,19432,40997,21565,19432,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,11,26085,13423,12662,22158,11580,10578,22158,11580,10578,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,12,44766,23071,21695,37338,19671,17667,37338,19671,17667,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,13,34453,17467,16986,29281,15178,14103,29281,15178,14103,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,14,37813,19173,18640,31417,16374,15043,31417,16374,15043,0,0,0,0,0,0,0,0,0,0,0,0
C3010,14,00,0000,State - MANIPUR  14,Rural,15-19,177651,88784,88867,125829,66441,59388,116298,61299,54999,9104,4885,4219,230,127,103,176,122,54,21,8,13
C3010,14,00,0000,State - MANIPUR  14,Rural,20-24,162899,81395,81504,71086,39805,31281,39177,21720,17457,30406,16984,13422,1099,902,197,362,176,186,42,23,19
C3010,14,00,0000,State - MANIPUR  14,Rural,25-29,140987,69565,71422,13936,8491,5445,0,0,0,12522,7547,4975,635,470,165,705,437,268,74,37,37
C3010,14,00,0000,State - MANIPUR  14,Rural,30-34,114486,58860,55626,4478,2898,1580,0,0,0,3823,2461,1362,230,152,78,377,257,120,48,28,20
C3010,14,00,0000,State - MANIPUR  14,Rural,35-59,355331,183067,172264,4732,3358,1374,0,0,0,3121,2255,866,375,244,131,914,690,224,322,169,153
